,Unnamed: 0,event_source.hash,ONNET_OUTGOING_Categorical,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,ONNET_INCOMING_Categorical,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,OFFNET_OUTGOING_Categorical,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,OFFNET_INCOMING_Categorical,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Outlier,IDD_INCOMING_Categorical,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_OUTGOING_Categorical,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,Peo_TV_Package,PEO_TV_Categorical,PEO_TV_Scaled,BB_Categorical,BB_Scaled,Location_Identifier,ONNET_Overall_Categorical,OFFNET_Overall_Categorical,IDD_Overall_Categorical,VOICE_Categorical,Play_Type,Play_Usage,Voice_Packages,Other_Packages,Household_Types,Having_Insurance,Cluster
1366,1366,6d05264c962bca2de27e7a00c85ef5ef,MEDIUM,0.1622596153846154,NO,MEDIUM,0.15350274725274726,NO,MEDIUM,0.0960557299843014,NO,MEDIUM,0.19319073783359492,NO,HIGH,0.5,YES,MEDIUM,0.2083333333333333,YES,DOUBLEPROMO,HIGH,0.9375,HIGH,0.7760416666666666,MSAG5200-ISLMV-GDM-NODE482491,MEDIUM,MEDIUM,HIGH,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_HIGH', 'TV_HIGH']",NO,NO,"['Kids', 'Professional_or_Student', 'Family_Member_Abroad']",NO,1
1367,1367,6d1651e6c555d7ccc89044665042ad45,LOW,0.004341640502354788,NO,LOW,0.013736263736263734,NO,LOW,0.001201923076923077,NO,LOW,0.001201923076923077,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,UA5000(IPMB)SL-NODE385341,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,['AB_Relocation'],NO,NO,0
1368,1368,6d190613bf57207017bf297c50846406,LOW,0.017906200941915227,NO,LOW,0.015968406593406592,NO,LOW,0.0147910125588697,NO,LOW,0.04726746467817896,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.3177083333333333,MSAG5200-ISLSI-DWS-NODE520721,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
1369,1369,6d219e6c2e086d6959f4d90cad121009,LOW,0.05104493720565149,NO,LOW,0.021462912087912085,NO,MEDIUM,0.14077217425431712,NO,MEDIUM,0.20422880690737835,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,MEDIUM,0.625,LOW,0.041666666666666664,MSAG5200PH-AKG-NODE431631,LOW,MEDIUM,NO,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_MEDIUM']","['V_Selective call acceptance', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Call Forwarding-Immediate', 'V_Call forwarding selective', 'V_Incoming Call Transfer', 'V_Anonymous call barring', 'V_Outgoing Call Memory', 'V_Selective call waiting', 'V_Caller name sending', 'V_Call Forwarding by time', 'V_Call back on busy', 'V_Incoming Call Memory', 'V_Call Forwarding Offline', 'V_Call holding', 'V_Do not disturb service', 'V_Selective call rejection', 'V_CLI presentation in call waiting', 'V_Call park', 'V_Secretary service', 'V_Password call barring (secret code)', 'V_Caller name identificationPresentation', 'V_Complete call on no response']",NO,NO,NO,1
1370,1370,6d36cf35702c0c18080dd691ba3713ed,LOW,0.036474686028257465,NO,MEDIUM,0.271978021978022,NO,MEDIUM,0.08089678178963894,NO,MEDIUM,0.16154827315541598,NO,LOW,0.00641025641025641,NO,NO,0.0,NO,NO,NO,0.0,HIGH,0.8645833333333334,C300MIDH-IDJ-NODE11065541,LOW,MEDIUM,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_HIGH', 'TV_NO']",NO,NO,['Professional_or_Student'],NO,2
1371,1371,6d46700dda3cdb810834ee4f1a454faf,LOW,0.0013736263736263735,NO,LOW,0.05219780219780218,NO,LOW,0.011185243328100471,NO,LOW,0.0449290293040293,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLHC-NAP-NODE478721,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1372,1372,6d50dd40b6b8251ff66487c089980d69,MEDIUM,0.17712421507064366,NO,MEDIUM,0.20604395604395606,NO,MEDIUM,0.10243328100470958,NO,LOW,0.024692569335426483,NO,NO,0.0,NO,NO,0.0,NO,PEO_UTHAYAM,HIGH,0.8125,LOW,0.22743055555555555,ZXDSL9806H-ISLKL-PRC-NODE482361,MEDIUM,LOW,NO,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_HIGH']",NO,NO,['Kids'],NO,1
1373,1373,6d55952b4258281f5c5c67d94a772ec0,LOW,0.015674058084772367,NO,NO,0.0,NO,LOW,0.004807692307692308,NO,NO,0.0,,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLHO-NODE524692,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1374,1374,6d6789a90e84774d8a8f83f31558ec50,LOW,0.05229591836734693,NO,LOW,0.025583791208791208,NO,MEDIUM,0.11278453689167975,NO,MEDIUM,0.108050431711146,NO,LOW,0.01282051282051282,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMT-AVR-NODE467161,LOW,MEDIUM,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1375,1375,6d6e71780151e01915a1fe8aa99b1665,HIGH,0.3581730769230769,YES,HIGH,0.3248626373626373,NO,HIGH,0.4118426216640503,YES,MEDIUM,0.20238912872841444,NO,MEDIUM,0.12339743589743588,YES,LOW,0.00641025641025641,NO,PEO_UTHAYAM,HIGH,0.78125,NO,0.0,MSAG5200-ISLMV-GDM-NODE482491,HIGH,HIGH,LOW,HIGH,DOUBLE_PLAY,"['VOICE_HIGH', 'BB_NO', 'TV_HIGH']",NO,NO,"['Senior_Citizen', 'Kids']",NO,1
1376,1376,6d6eeb3bba32487b064be3e514c68a5e,LOW,0.002771781789638932,NO,LOW,0.00824175824175824,NO,LOW,0.015625,NO,LOW,0.014423076923076926,NO,NO,0.0,NO,LOW,0.00641025641025641,NO,PEO_SILVER,NO,0.0,NO,0.0,MSAG5200PH-AKG-NODE431631,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1377,1377,6d9b56b5fb29fbc9fa9d7ab6ba92c3a6,LOW,0.04476550235478807,NO,LOW,0.02781593406593406,NO,LOW,0.06286793563579278,NO,MEDIUM,0.12308673469387753,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,LOW,0.28125,LOW,0.2673611111111111,MSAG5200PH-AKG-NODE431631,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_LOW']",NO,NO,NO,NO,0
1378,1378,6dbd4370f1c7fd52b4d5729c06decb2b,LOW,0.011724882260596543,NO,LOW,0.008070054945054944,NO,LOW,0.008413461538461538,NO,MEDIUM,0.11353676085818942,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,MEDIUM,0.375,LOW,0.265625,MSAG5200-ISLBZ-NODE435881,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_MEDIUM']",NO,NO,NO,NO,1
1379,1379,6dd141907c7e6b6576f0b5a42e32ed2f,MEDIUM,0.17356750392464676,NO,MEDIUM,0.1189903846153846,NO,MEDIUM,0.2294446624803768,NO,LOW,0.08434720041862898,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.11458333333333333,C300MPDT-NODE13379431,MEDIUM,LOW,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
1380,1380,6de165518de641dbd2036b88f62084c5,MEDIUM,0.16380494505494508,NO,MEDIUM,0.2342032967032967,NO,MEDIUM,0.28326138147566715,NO,MEDIUM,0.21570839874411304,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.75,HIGH,0.8177083333333334,MSAG5200-ISLPC-AGT-NODE480031,MEDIUM,MEDIUM,NO,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_HIGH', 'TV_HIGH']",NO,NO,"['Kids', 'Professional_or_Student']",NO,1
1381,1381,6eb7c7e72cb90d69c265a98a69d7e377,LOW,0.03831436420722135,NO,LOW,0.01717032967032967,NO,LOW,0.040031397174254316,NO,LOW,0.04901720303506018,NO,MEDIUM,0.10416666666666666,YES,LOW,0.03365384615384615,NO,NO,NO,0.0,LOW,0.10763888888888888,UA5000(IPMB)SL-NODE385341,LOW,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
1382,1382,6ed838c1eaa2ccd08e2577f884bf2c43,LOW,0.06296605180533751,NO,LOW,0.01734203296703296,NO,LOW,0.004807692307692308,NO,LOW,0.013932496075353216,NO,LOW,0.00641025641025641,NO,NO,0.0,NO,PEO_UTHAYAM,NO,0.0,MEDIUM,0.515625,MSAG5200-ISLTBL-NODE5577771,LOW,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_NO']",NO,NO,NO,NO,2
1383,1383,6edcc0ba8849df26e352550f29dd01de,LOW,0.05516581632653062,NO,LOW,0.009615384615384616,NO,LOW,0.0733173076923077,NO,LOW,0.018028846153846152,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.027777777777777776,MSAG5200-ISLND-PHG-NODE500241,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,['AB_Megaline Startup'],NO,NO,0
1384,1384,6ee751dfbc727b1b579a188ce1d008e3,HIGH,0.3248871664050235,YES,MEDIUM,0.2872596153846154,NO,LOW,0.0568583202511774,NO,LOW,0.08841902145473574,NO,MEDIUM,0.12980769230769232,YES,LOW,0.011217948717948716,NO,NO,NO,0.0,LOW,0.14756944444444445,UA5000(IPMB)SL-NODE385341,HIGH,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
1385,1385,6efe024d24b3b8aa3b7e86882f6551b8,MEDIUM,0.12897370486656198,NO,LOW,0.0674793956043956,NO,MEDIUM,0.1356210753532182,NO,MEDIUM,0.12865482731554162,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,C300MNW-MEE-NODE18887751,LOW,MEDIUM,NO,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1386,1386,6f22328dd88a24303a7718e4b3bb7bb0,MEDIUM,0.15465561224489793,NO,MEDIUM,0.11486950549450547,NO,MEDIUM,0.10243328100470958,NO,MEDIUM,0.11953002354788067,NO,MEDIUM,0.09935897435897437,YES,MEDIUM,0.125,YES,NO,NO,0.0,NO,0.0,MSAG5200-ISLMV-GDM-NODE482491,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1387,1387,6f25ba77c14ece7caa72c23896768176,MEDIUM,0.18092621664050235,NO,MEDIUM,0.12173763736263735,NO,LOW,0.0724833202511774,NO,LOW,0.08361132914704343,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLBZ-NODE435881,MEDIUM,LOW,NO,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1388,1388,6f49b0bb4329f000c68b1ebe7ad46dad,LOW,0.013123037676609104,NO,LOW,0.014594780219780218,NO,LOW,0.044740973312401885,NO,LOW,0.07702119309262166,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.75,NO,0.0,MSAG5200-ISLBZ-NODE435881,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
1389,1389,6f4c097755723315504c5350686020c6,LOW,0.011455062794348507,NO,LOW,0.025583791208791205,NO,LOW,0.03151981946624804,NO,LOW,0.09728218210361067,NO,MEDIUM,0.2916666666666667,YES,NO,0.0,NO,NO,NO,0.0,LOW,0.0625,C300MTP-NODE8700911,LOW,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
1390,1390,6f6f54c0df8bf2b83981aaab0c28f91d,LOW,0.018372252747252744,NO,LOW,0.0259271978021978,NO,LOW,0.02440639717425432,NO,LOW,0.024807038199895343,NO,LOW,0.020833333333333332,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMB-PSL-NODE482261,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1391,1391,6f76a04ba322955b3abf2c92298778a2,MEDIUM,0.08749509419152278,NO,LOW,0.05546016483516483,NO,LOW,0.05926216640502355,NO,LOW,0.05714449241234955,NO,LOW,0.04807692307692308,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMT-AVR-NODE467161,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1392,1392,6f7c39217e52c705353cff3026a0f1c8,MEDIUM,0.10020113814756673,NO,LOW,0.06662087912087912,NO,HIGH,0.3120830062794348,NO,MEDIUM,0.1412627551020408,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMH-POL-NODE491451,LOW,HIGH,NO,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1393,1393,6f842d21b455923e081bfb8af4f68062,MEDIUM,0.08435537676609105,NO,MEDIUM,0.10559752747252744,NO,MEDIUM,0.10196722919937208,NO,MEDIUM,0.17724686028257455,NO,LOW,0.00641025641025641,NO,NO,0.0,NO,PEO_SILVER_PLUS,HIGH,1.0,LOW,0.13020833333333334,MSAG5200-ISLMH-POL-NODE491451,MEDIUM,MEDIUM,LOW,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_HIGH']","['V_IDD', 'V_DQ Contact Details']","['AB_Megaline', 'E_TSTV', 'E_Video on Demand']",['Kids'],NO,1
1394,1394,6f8e4109afc8b865c47caaf0ede41cf4,MEDIUM,0.12458300627943485,NO,MEDIUM,0.13410027472527472,NO,MEDIUM,0.0872743328100471,NO,LOW,0.08228676085818942,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.84375,LOW,0.17881944444444442,MSAG5200-ISLMH-POL-NODE491451,MEDIUM,LOW,NO,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_HIGH']",NO,NO,['Kids'],NO,1
1395,1395,6fc07d18bb841ad0dd7196c7e25bab67,LOW,0.07645702511773941,NO,LOW,0.0782967032967033,NO,MEDIUM,0.11972625588697018,NO,HIGH,0.3083545918367347,NO,LOW,0.038461538461538464,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,UA5000(IPMB)SL-NODE385341,LOW,HIGH,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1396,1396,6fc9b83aa1d63674e862d5c02d5cd763,LOW,0.017955259026687594,NO,LOW,0.033138736263736264,NO,LOW,0.0568583202511774,NO,MEDIUM,0.1047144819466248,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMH-POL-NODE491451,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1397,1397,6fdb23af8340b1099be4094303766b11,LOW,0.01827413657770801,NO,LOW,0.01734203296703296,NO,LOW,0.02403846153846154,NO,LOW,0.03125,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,LOW,0.125,LOW,0.15625,MSAG5200-ISLIDH-KGW-NODE6194491,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_LOW']",NO,NO,NO,NO,0
1398,1398,7030e30e6f4161e27a1965ec12d9ce6f,LOW,0.005543563579277864,NO,NO,0.0,NO,LOW,0.026810243328100468,NO,LOW,0.007751177394034536,NO,NO,0.0,NO,NO,0.0,NO,PEO_UNNATHAM,HIGH,0.75,LOW,0.25,MSAG5200-ISLMLT-VMD-NODE4145091,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_HIGH']","['V_Hotline Service', 'V_Call Forwarding']",NO,['Kids'],NO,1
1399,1399,703cbd69fed358b400547e1b3ab9f46f,MEDIUM,0.1506328492935636,NO,MEDIUM,0.15762362637362634,NO,HIGH,0.3207908163265306,NO,LOW,0.09803440607012036,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.22916666666666666,C300MPDT-NODE13379431,MEDIUM,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
1400,1400,7041dfe4678852b49c91c0faf533cda1,MEDIUM,0.2085949764521193,NO,HIGH,0.3262362637362637,NO,MEDIUM,0.10049548665620096,NO,HIGH,0.3371516875981161,NO,HIGH,0.5256410256410257,YES,NO,0.0,NO,PEO_SILVER,NO,0.0,NO,0.0,MSAG5200-ISLMV-GDM-NODE482491,HIGH,HIGH,LOW,HIGH,SINGLE_PLAY,"['VOICE_HIGH', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1401,1401,70421d64d852df80b75dc946526884d0,LOW,0.06936813186813186,NO,LOW,0.03708791208791208,NO,MEDIUM,0.09882751177394036,NO,LOW,0.0971104788069074,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,1.0,MEDIUM,0.34375,MSAG5200-ISLPC-AGT-NODE480031,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_HIGH']",NO,NO,['Kids'],NO,1
1402,1402,70617af78d36b88a3ec3cf5d4f9d7917,LOW,0.015600470957613816,NO,LOW,0.0772664835164835,NO,LOW,0.0051756279434850855,NO,LOW,0.01473377812663527,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLND-PHG-NODE500241,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1403,1403,7071e795260f367bf5a3c06b5e211dbf,LOW,0.04385792778649921,NO,LOW,0.04206730769230768,NO,MEDIUM,0.09355376766091053,NO,LOW,0.058370944531658815,NO,NO,0.0,NO,NO,0.0,NO,PRANAMA,HIGH,0.75,NO,0.0,MSAG5200BG-NODE431391,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
1404,1404,7073b54e76c43d4a6bc53804c63bd312,MEDIUM,0.2000588697017268,NO,MEDIUM,0.26768543956043955,NO,LOW,0.062033948194662486,NO,MEDIUM,0.15807332548403974,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,NO,0.0,LOW,0.0625,MSAG5200-ISLIDH-KGW-NODE6194491,MEDIUM,LOW,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
1405,1405,70831e8466d88649c11d146d27c22b48,MEDIUM,0.2554945054945055,NO,MEDIUM,0.19900412087912087,NO,MEDIUM,0.14153257456828885,NO,MEDIUM,0.1322605965463108,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.2586805555555555,MSAG5200-ISLPRN-NODE427901,MEDIUM,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,['AB_Additional Distance'],NO,NO,0
1406,1406,708efac888e4882c250788135a69ac32,LOW,0.0274234693877551,NO,LOW,0.036057692307692304,NO,LOW,0.02403846153846154,NO,LOW,0.03791372318158032,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,MEDIUM,0.3645833333333333,MSAG5200-ISLPC-AGT-NODE480031,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_NO']",NO,NO,NO,NO,2
1407,1407,709a16609909fee6377b3940451bff12,LOW,0.02045722135007849,NO,LOW,0.035885989010989015,NO,LOW,0.07765894819466249,NO,LOW,0.09517268445839874,NO,LOW,0.019230769230769232,NO,NO,0.0,NO,PEO_SILVER,HIGH,1.0,LOW,0.2586805555555555,C300MNW-MEE-NODE18887751,LOW,LOW,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_HIGH']",NO,NO,['Kids'],NO,1
1408,1408,709a71bb5e60bfa3161439cba8034a3a,LOW,0.034095368916797486,NO,LOW,0.04824862637362637,NO,LOW,0.053620486656200936,NO,LOW,0.05405383307169022,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,LOW,0.25,LOW,0.16840277777777776,UA5000(IPMB)SL-NODE385341,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_LOW']",NO,NO,NO,NO,0
1409,1409,709d2f2bbdf401b856fdf41d179ade81,HIGH,0.3181662087912087,YES,HIGH,0.3149038461538461,NO,MEDIUM,0.10677492150706436,NO,MEDIUM,0.1668301936159079,NO,HIGH,0.6410256410256411,YES,HIGH,0.4423076923076921,YES,PEO_SILVER,NO,0.0,LOW,0.01736111111111111,MSAG5200-ISLMV-GDM-NODE482491,HIGH,MEDIUM,HIGH,HIGH,DOUBLE_PLAY,"['VOICE_HIGH', 'BB_LOW', 'TV_NO']",NO,NO,['Family_Member_Abroad'],NO,0
1410,1410,70d272d98fce8d869d1f855ee38f8fb3,LOW,0.007751177394034536,NO,LOW,0.003949175824175824,NO,LOW,0.008413461538461538,NO,LOW,0.006810897435897435,NO,MEDIUM,0.125,YES,MEDIUM,0.1842948717948718,YES,PEO_SILVER_PLUS,MEDIUM,0.625,LOW,0.020833333333333332,UA5000(IPMB)SL-NODE385341,LOW,LOW,MEDIUM,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_MEDIUM']","['V_Call Transfer Three way', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Forwarding', 'V_Call Waiting', 'V_Hotline Service', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Hotline-Time Delayed']",NO,NO,NO,1
1411,1411,70d7089a840256ad28912710e9cdc608,LOW,0.06693975667189953,NO,LOW,0.033997252747252744,NO,MEDIUM,0.14033065149136578,NO,MEDIUM,0.21254415227629514,NO,NO,0.0,NO,NO,0.0,NO,PEO_UTHAYAM,NO,0.0,LOW,0.06944444444444442,MA5603TAD-SRV-NODE10224991,LOW,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,"['E_PeoTV Initiation', 'E_Video on Demand', 'E_TSTV']",NO,NO,0
1412,1412,70d92d50ccae2cc0eb30ae99b4fda3fa,MEDIUM,0.0974048273155416,NO,MEDIUM,0.13392857142857142,NO,LOW,0.013221153846153846,NO,LOW,0.08182888540031398,NO,MEDIUM,0.09615384615384616,YES,NO,0.0,NO,PEO_SILVER,NO,0.0,LOW,0.1440972222222222,MSAG5200BG-NODE431391,MEDIUM,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,"['E_TSTV', 'E_Video on Demand']",NO,NO,0
1413,1413,70dced41a23eaa511d713e40ebb74e48,MEDIUM,0.08977629513343799,NO,LOW,0.013736263736263734,NO,NO,0.0,NO,LOW,0.01419413919413919,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLSI-DWS-NODE520721,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1414,1414,7108a9d01fd8204c50bd9672d200f4de,LOW,0.029508437990580845,NO,MEDIUM,0.08722527472527472,NO,MEDIUM,0.17889030612244894,NO,MEDIUM,0.1376324568288854,NO,LOW,0.01282051282051282,NO,LOW,0.02564102564102564,NO,NO,NO,0.0,NO,0.0,C300MNW-MEE-NODE18887751,LOW,MEDIUM,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1415,1415,710d8b9aa5ef8f9895fff27ed9218c1d,HIGH,0.4609007064364208,YES,HIGH,0.4217032967032967,YES,HIGH,0.41427099686028257,YES,HIGH,0.4635007849293563,YES,MEDIUM,0.16666666666666669,YES,LOW,0.04326923076923077,NO,BOC,LOW,0.25,HIGH,0.7395833333333334,MSAG5200-ISLWKN-SWP-NODE473481,HIGH,HIGH,LOW,HIGH,TRIPLE_PLAY,"['VOICE_HIGH', 'BB_HIGH', 'TV_LOW']","['V_Call back on busy', 'V_CLI presentation in call waiting', 'V_Call holding', 'V_Call Forwarding Offline', 'V_Anonymous call barring', 'V_Outgoing Call Memory', 'V_Call Forwarding by time', 'V_Incoming Call Transfer', 'V_Incoming Call Memory', 'V_Call park', 'V_Call Transfer Three way']",NO,['Professional_or_Student'],NO,2
1416,1416,71206ecab5abd1b62ba61616197f8129,LOW,0.01663069073783359,NO,LOW,0.02180631868131868,NO,LOW,0.013589089481946624,NO,LOW,0.027783228676085816,NO,LOW,0.07692307692307693,YES,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMV-GDM-NODE482491,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1417,1417,7137d1cbc03fe72dd0a32dd430b49f78,LOW,0.02779140502354788,NO,LOW,0.03331043956043956,NO,LOW,0.032819858712715866,NO,MEDIUM,0.16162186028257458,NO,LOW,0.009615384615384616,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.84375,LOW,0.2673611111111111,MSAG5200-ISLBZ-NODE435881,LOW,LOW,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_HIGH']",NO,NO,['Kids'],NO,1
