,GB_AMOUNT,GB_AMOUNT,GB_AMOUNT,GB_AMOUNT,GB_AMOUNT,GB_AMOUNT,GB_AMOUNT,GB_AMOUNT,GB_AMOUNT,GB_AMOUNT
Month_Subscribed,2019-01,2019-02,2020-11,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08
ACCOUNT_NUM.hash,,,,,,,,,,
81cf6ed160d05bf34082bc2b265ddc02,0,0,0,5,1,1,1,0,0,0
83041b23b6ad1c70326076d1210fa761,0,0,0,11,210511,2,21,10,52555,0
835d8cac5b996e80dad21f431730f482,0,0,0,10786,101010101,523222355322,211010107105555,205105353,1010555555553,0
83b2f83faba76ed481f026be3197caaa,0,0,0,5,5,0,5,88,0,0
84036bebf40d73012edfc4f9daf5744e,0,0,0,0,0,0,0,222,0,0
843a1553d6c7145505faf0eea42dde1d,0,0,0,0,0,0,0,0,52,0
84641995666e6e89f0999c9b30e0126e,0,0,0,2,0,1,2,0,0,0
84e623c16270221211fb37ffa49d5fda,0,0,0,111,1111,1,11,1111,1,0
8555642c235ef89ed91cc4c1328f686d,0,0,0,0,0,0,55,0,5,0
85895c8820fea2669cfe6bb13f2b3444,0,0,0,0,0,5555551051051010101010,0,0,0,0
8620a3b453dcb3ef9bf5dace430dd9ff,0,0,0,0,0,0,0,1,0,0
8663bfd18276d10d854ce2c2f7462f07,0,0,0,0,5,0,0,5,0,0
871e19e6394497355a61456fae44e71e,0,0,0,211,1111111,2,1,11111,0,0
87cd775edc9cfc4f401e6ff39f239833,0,0,0,0,0,0,0,5,0,0
87f0f2a0c4ed2d05ce5279799a6fd79d,0,0,0,0,2,0,6511,0,655,0
87f575e03fb0adef0f7bce5ca81568bc,0,0,0,20,0,0,0,0,0,0
87f59df582cae17f84d517252e18f4d0,0,0,0,0,0,0,5,5,0,0
883384afc9c916f697eb1d6d2487982d,0,0,0,0,0,0,0,0,6,0
885bc2d0556727f8b6ee192af12dbbf7,0,0,0,0,0,0,22,0,10,0
890628cc09f46ecbc15e2c1a6f0d171c,0,0,0,555,55,55,55555555321,5555555555,53,0
89097b4dd324551028fd93fa296320c0,0,0,0,0,0,0,55,0,5,0
8a1b06b0f08751225d248be27b671fe8,0,0,0,0,313,221,3,523,52,0
8a4cfb7794e8ccf384a7a1b0c9a964eb,0,0,0,0,10102,0,0,0,1010,0
8a91df1e337940cbe19866dcca2f48ca,0,0,0,10,0,0,106,105,10622,0
8ab2a9ff09c00cc01fc8990280dca730,0,0,0,0,0,0,5105,0,55,0
8c0d8fa70d64396434641a854c85aa62,0,0,0,1,11,0,213,221,122,0
8ce4fe811face4a69aaed5826e59cba8,0,0,0,0,7,0,612,101,10,0
8cfdf59322143cd5f64912932303207a,0,0,0,0,0,0,0,0,1,0
8d0762dd1e3f336c32fb29c9e07bf540,0,0,0,0,0,0,5,0,0,0
8d8472d39b270801553f2d5e7c06fe22,0,0,0,0,1055075101075355753557512252095165051755025157510755075,8107555157557525555501,1065105510510,5555010110,10105055502552,0
8e725d0d2061163d8b1e8b1e4ee50af1,0,0,0,0,0,0,0,1,0,0
8ed116a28f5d668d8d7952928370da03,0,0,0,0,0,0,0,0,11311,0
8f91d0c8064a733faac1f9b458db2ff8,0,0,0,0,0,0,0,35,105,0
8faa068f1432a947e929501632584ff7,0,0,0,0,0,0,120,0,5,0
8fffb9b2882a1d40e72a908345b2d48e,0,0,0,111,1111,11,11122,1,0,0
9017aea7b442570443e5a1ab8d16df5e,0,0,0,1,1,1,11,1,0,0
90a256613a34fff9fa4a673439ae61bb,0,0,0,0,0,0,21,0,0,0
9135d32e460f1607319ecd41d7e76ad6,0,0,0,0,0,0,2,0,0,0
915292e7b17f3394ec823f1584bd6e91,0,0,0,1,0,0,0,0,0,0
91712a30497a9d45e1be91a495780535,0,0,0,6,158,1510,0,0,10,0
91dce352dc436f01e4de9165a95393ce,0,0,0,0,0,0,0,0,2,0
923659db0ab915e85c7c0c6aa499a0b9,0,0,0,2,51,5,0,0,0,0
9257b8b54ff3fb0c807ce71d5e0fb3b6,0,0,0,0,1,0,1,0,0,0
927534e9609b7c4f8d70d56640216cf6,0,0,0,1,44,5431,5232,5232,522,0
92aa8f1efdf84efe91cf109cb0ca4d3c,0,0,0,0,0,0,13,21,0,0
9324793d25ea7ec770a033120d4d2254,0,0,0,0,0,0,0,22,0,0
9388e2c8ed6300c3c7138defbf5976e6,0,0,0,5,0,0,0,0,0,0
93c54997547ad2ee368728bc72ab5c98,0,0,0,1,0,1111,1,11,0,0
93d1fcde949a06c61c5105ab344c9804,0,0,0,0,0,0,0,5,8,0
94220dd56ffe14ec1bf5f13045a7587d,0,0,0,2,1,1,0,0,0,0
949e14e85d36002ffb954d42d3366936,0,0,0,0,1551151251151110211152121155552021125952035105255555910215522110255101525510510121536521011010110555351215595135352202255191055722023105101222115135522101131215,25522025210523201059132221255131101055522513515152132122133153551115211211111,101215115522155110210510310221055191025552522323101355458210255222138222512112252312233121112101111810310210105581031051010225510515,1552201109202101010222029828310201291102208910102021556231921012510210232011111053155112512511115531021255101082,18105205125120532520512010520102101022520101010511055510101029110510131055221032,0
954b260034de32a9b8e1a1f164a65e0a,0,0,0,0,0,0,1,0,0,0
95671f9600064798e6af7dfcef8f65a2,0,0,0,0,10,0,0,0,0,0
95ac85c80ab64e565eaeb12a71855f06,0,0,0,5105510523355251,22511051312125102112101112,115105222552532521251022,552222101025101012512422225158102212101025510252105232,10101035222525105221021010552101052222252251051052210210353521552113321010210255252102,10521021052102251021010225155510151010222,0
95c4c5fa10ba01f265ff94dc73ccd329,0,0,0,0,0,5,0,0,5,0
967e7da1a840da8729bb0d68cce183d7,0,0,0,0,0,0,111,0,0,0
9681bedc89c1a1cd446b7c20117af75b,0,0,0,0,5,2,5,5,5,0
96d972b2edfb5cf8c733f0fe2fa775a8,0,0,0,22,2,0,221,22212,0,0
96dc628ff21d7e6a547fb8f028333b15,0,0,0,1,0,0,11,11,1,0
977e4ee9367aa91169cbd8def5d603d5,0,0,0,31,5111,532,52,2,1,0
98d6bd332428680747175eefdb50a834,0,0,0,0,212,1,1,2,3,0
98e63b59327c457fea8e913650063f00,0,0,0,5,1,111,11,11,111,0
99a18d52271a77e3399223a5a83d0a35,0,0,0,55,553,51,25,1,2,0
99baf6a804c290e28611fa6a13e0c58d,0,0,0,0,0,0,1,0,0,0
9add9ec21eb9eefff97069a904cd9bd4,0,0,0,0,0,0,0,0,6,0
9b1f1319d74c6d9a38f0538b030d117b,0,0,0,0,0,0,10,5,0,0
9b711e39affb4e5a7a364787253d4c09,0,0,0,9,0,20,620,2020,0,0
9bb279511f001fb301fd7497ab94df06,0,0,0,0,0,5,0,0,1,0
9bc9ad5fb07dc3f3fe2ec04cb0a8b60e,0,0,0,55,10510105532,52,5255511,33322,105525,0
9c1b9f6d009bf32f4a978b98215763b6,0,0,0,0,55,0,0,0,0,0
9c802b6b329dc1e3ba6e6c655a21e65d,0,0,0,0,0,0,0,2,0,0
9d500033d4c2155507d7e6ab3603a913,0,0,0,105,153,7,0,7,1017,0
9d5311c379eff7df6239a6e74227138d,0,0,0,0,10,0,20105,10,2055,0
9e1731d7cdce3947476dd8106907535e,0,0,0,0,0,1,511,5,0,0
9e19da5eef4cce597645ed6914fe72f3,0,0,0,10,0,0,0,0,0,0
9e3c8e8815ca1bcdc77f122d1d68741b,0,0,0,2,0,0,0,10,0,0
9e60ea2c8103a42e6c65e2cc13482589,0,0,0,0,0,0,0,0,1,0
9eab2b32547a9e2edd911cef2df84deb,0,0,0,0,0,0,1,0,0,0
9f4c971e7ebfca008caa8c6559f75230,0,0,0,0,105,0,0,0,0,0
9f749fefe8713d42acef8b6787cca276,0,0,0,0,0,0,2,0,0,0
9f95d9c107a917925ad9cee2d99725ac,0,0,0,0,0,5,0,0,0,0
a05c10cc85fce3f16f5dd9fc123d0658,0,0,0,0,1,1,0,11,1,0
a1ce57e71f14d64d7f102472e78d8573,0,0,0,2,0,11111,1111112,211,1211111211211111111,0
a1e2b9c2faf456eece4bb507dd044fcd,0,0,0,0,10,0,0,5,9,0
a26e41a86ce1a5530f93dc0191d545f5,0,0,0,1,0,0,11,0,1111,0
a3434e3a611ba69b233514072ad2eb79,0,0,0,0,0,1,5512,552221121,121222,0
a360783134f70cae853024b5ed3f1ecb,0,0,0,0,1033,6,101033,22,0,0
a3b438055ab352c8f022d1d9347775ae,0,0,0,0,5,0,3,0,0,0
a416a48d15a1c7d7e57ad0da83e934ce,0,0,0,0,0,0,6,5,0,0
a4ace850f2dd3b34c4f16ae6174a5603,0,0,0,3083,3010101552,35106,35202015,3525155,5010,0
a57a742403515e5e416acc850e5f25df,0,0,0,0,0,20,58,115110,0,0
a5abc1bef66a5cef2dbd300f60845c9b,0,0,0,0,0,0,21,0,0,0
a5c7ccddc1ef3f3d955aaaaf8aa4e5c1,0,0,0,0,0,0,0,1,0,0
a5ddd6532ee69e06417a86cbe30eed81,0,0,0,0,1,0,0,0,0,0
a6346fee505ba4fa34c0f6296783bd3a,0,0,0,8,0,55,10,5,105,0
a6671618eccc37bedb264fcd246bb9fd,0,0,0,0,0,12,25,56,0,0
a708a800221fe9549be9ccbc5ee76337,0,0,0,0,0,0,0,1,0,0
a767eaaf936b76bd6f571ad03f72fb27,0,0,0,11,0,0,0,0,0,0
a79068d67f1dc86538183777a3588658,0,0,0,15151010,15152010,1515151010,151515151510,15151515151515,15,15
a79f2b6014730bd1031298841c8fef88,0,0,0,0,0,10,10,0,1010,0
a88cf429a820eb62f5859ad4369dd728,0,0,0,0,210151010,2056,0,0,0,0
ab11afafb1f13570f6265062759fa88c,0,0,0,0,0,0,0,5,0,0
ab3d4a44d25a6e05bd425f6ff9d69d72,0,0,0,11,0,1,11,111,111,0
ab5d9b194e2e2569ca9db37e75b51597,0,0,0,111,1,2,1,1,2,0
ab608dcb7ae6ba13441cc05cd94dc572,0,0,0,5852,65331,855,61055685657,1105512525,0,0
abc4c2804160a5bd6902571f4d5011f0,0,0,0,0,2,0,3,1,0,0
ac65d138775c58dabd6f0c898b3eca45,0,0,0,0,0,0,0,11,0,0
ac829cfd58ec2a571317745812a6014d,0,0,0,5,0,0,105,55,1055,0
ad1fbd266133d085a60fe6ae199a04d5,0,0,0,0,0,0,0,2,0,0
ad2d976ab96f286f9eda7c0bd1a76493,0,0,0,0,21,21,1,52,1,0
ad370ac7ada064864f1a1bc1b94b4a12,0,0,0,1112211211222434323222433342,222223224212125245553222225555552552221245422222,1234443332,35333,33332,235555333233223223,0
ad8f924faf85ae394cf5c8b22104ed86,0,0,0,0,1,0,0,0,0,0
ada450ad6b7d1d5d884ae44552c4ee42,0,0,0,0,0,2,0,0,0,0
ae6f649f7d0837c3fa25a1343de23f9f,0,0,0,0,0,0,1,0,0,0
aeb11c7cddc657783d2ce4fc7dc2baeb,0,0,0,0,0,0,12,0,0,0
af20d93bfceb8a2cbf10b79afd828c26,0,0,0,0,2,0,12,2,2,0
af66a61a98c385584e3fccfd8dcc5412,0,0,0,10247556352253,1010220103105255105526581,10203515855,55152,53105105205520510105,1053320201032323555262,0
afdd62f31cd38469219a34ec5d69c0c1,0,0,0,0,0,5,0,0,0,0
aff96389478c3c551ff5eff4fd98abcb,0,0,0,111,1221,11,0,51,55111111,0
b027d65390a0c725b9ce41e409f9797e,0,0,0,0,0,0,0,0,10,0
b053bbb012c17bbc54ea279c6d9fa034,0,0,0,3,51010,1015,15,151510,1510,0
b0859195b9650a7f7b1000de431bc76e,0,0,0,101055,1010105,101010,101010105,10101105,105,0
b130cd91df3e55bb333d7d023c248e9c,0,0,0,21,51,0,0,0,0,0
b1f0f0dc4ec89c96fb3aa81fd2abcda8,0,0,0,0,0,5,0,0,5,0
b2b49ba22889d120f7dd53a35ad50ae7,0,0,0,510,25315,0,11,1125,10211,0
b2ce302efbfd039ec196f08fd34612c3,0,0,0,0,1,0,0,0,0,0
b2d4046778a75a5cc6689adcd9becb84,0,0,0,0,0,5,3,3,533,0
b30b53ebc3474896e19e08b36a4f6751,0,0,0,0,5,0,0,0,2020,0
b330c23a1cc0734c69f1efbb299f17cc,0,0,0,0,11,0,1,115,11,0
b386c824e6604c23f2ac16b2909f289c,0,0,0,5,51,511,15551,555,5,0
b3bd0820dbe08e095137b100bfc9725b,0,0,0,0,0,0,0,1,0,0
b417d6fd8d35c5eb15b6d1ac0b06d454,0,0,0,1,0,1,1,1,1,0
b45981c573bce0223a1d2f0b97d66db4,0,0,0,5,0,0,55533,555551,5552,0
b4beb3d33fcb942ab8c581a0a5d97ae5,0,0,0,0,0,5,0,0,0,0
b58255356d9f7cb2fa991cf59c99028a,0,0,0,0,1,22,0,0,0,0
b5bb5da2527ef639a03cd945fcef3c54,0,0,0,0,0,0,2,0,0,0
b68370b72944502e1dc55c1a509a05b2,0,0,0,5,0,52,3,0,2,0
b687df66a7c6bddc1023db596c4f3c2a,0,0,0,33222221,1,1112,22221211,3221122111121,22221122211,0
b6d242ed579dd0b5996d0dda63fb53e2,0,0,0,2,3,122,1111,0,1111111,0
b7248e85b8f1acf643ee05f42d15dd9f,0,0,0,0,0,0,10,0,0,0
b8960b1f04ee62a00f6f838428ff3f49,0,0,0,0,52,232,35,221,3111,0
b898c1b222e56ec9e731b211a8878f48,0,0,0,2,11,11,1,21,0,0
b900dab55566225db39aa8bef291578b,0,0,0,0,0,1,21,0,0,0
b973768e8e526a2d71e94fdd1f3d6344,0,0,0,11,0,1,0,0,0,0
b9758f708b91bb7efe5d15d7e010652a,0,0,0,0,0,0,11,21,2,0
b9a3c0c50d4d15474e8ca0ea71ccc4cb,0,0,0,0,0,10,10105,2,2,0
ba41282293130bd2b1d7f9a889e6eadb,0,0,0,0,0,0,0,11,0,0
ba80542b8846e51220926f9cc65545db,0,0,0,21,2111,1,1,11,22,0
bb11f3fbacb6e366cf1834be06b99179,0,0,0,2,0,0,0,0,0,0
bbbdb2d558103ef660dbbdc1df67d717,0,0,0,0,0,10,0,0,0,0
bbc5bbab3ff7155ba85777175b039cd3,0,0,0,0,65,4543,86510,665,665,0
bbdeb7cfbc921d08421ac0eea4e32741,0,0,0,0,0,0,0,0,3,0
bd0cc5e96b24df6625fc68cbaf71b555,0,0,0,1535532015122105,55510352035113511025531201523215131013155511152,12010355325103102253511,1251555533332102,202103125511351251151095103352510520712101103510557155,56101055510151520156520105101010510101051020525551055532510105555151010,0
bd4d59633ffb8bd6fc82f3b4ada98fe9,0,0,0,5,5352,0,610,105555,5,0
bda07bd430770d8b4936c144e1523473,0,0,0,0,0,0,2,0,11,0
bdbe20afd6f96047256b974cc6f8417c,0,0,0,0,0,0,0,0,1,0
bdf75e0f8d6e8c10e9e8495654df21ec,0,0,0,5,555,0,555,5555,55,0
be7c7151ec52f28040f90ae376ee40aa,0,0,0,5,51,55,455,555,55,0
bf788cdc02f1915f178c186432c12be0,0,0,0,0,5,0,0,0,0,0
bf8a508a532251ad33273c1f2297e019,0,0,0,0,0,5,0,0,0,0
bfc81eddb3c8f5f4fb278089a24d3400,0,0,0,0,0,11,211,111,111111111,0
bfcd9dbf9cb952a184d7e5a4a8059df1,0,0,0,2,0,1,1,1,1,0
c01e10f2edcde3c23fc82bd74e85a402,0,0,0,232,1,122,1111,11,11111,0
c09d34bfd87a3c6add2e3c2f19d0854d,0,0,0,12,31,0,23,0,11,0
c0b9b69c2eec99a771c4fd592e2ac17c,0,0,0,5,2,1055,1515515,10,0,0
c0f3f7ec9ce6803dc47a5c34f02f78b4,0,0,0,0,0,0,0,11,1,0
c1ff15d5b8536c47a1f968ae4bd022c3,0,0,0,12,0,121,121,5,0,0
c2e8b398c13ac363a120ece735286236,0,0,0,0,0,0,2,0,5,0
c310c8a2a64c63c047e5c05c546aa57d,0,0,0,3,551,0,0,0,0,0
c35f8216e57ab23bec8abf126d795620,0,0,0,0,0,0,0,11,0,0
c3a650f55ebf0c79bd3a866ac8e250b9,0,0,0,0,5,5,310101010,20,20,0
c4b3d2beb32b7b06d5c0c639cca5dd46,0,0,0,0,53,555,5452,355,222212,0
c4c9e74f036ee5a46633de9eccd26b78,0,0,0,0,111,121,1111,1111111,0,0
c60b265895c30bb00c5884af76107a1c,0,0,0,15151055,5,552,20,7101510,20555,0
c67b3ee20a0147c8ff3e433347ca07f4,0,0,0,53,0,0,55111,1015121211111,75221112,0
c6c7d7f15ffb614fe0eab241d61dd684,0,0,0,2,0,2,0,0,0,0
c6e135a3da654d7a54843e5212a471ed,0,0,0,0,0,0,0,55,255,0
c71143375d930fc5b584cec62192d1ff,0,0,0,0,0,0,0,0,910,0
c78a4d471b35986569d8b1d3dc12d61f,0,0,0,0,0,5,5,1055,10,0
c808361ed68d9b6a4d4c119d76b7e14e,0,0,0,0,0,0,0,2,0,0
c85bcaee7ba741fc344b9574306f0662,0,0,0,0,0,0,4,0,55,0
c89e8f82a270cd071bd89b74b66fa216,0,0,0,0,5,55,55555,5,0,0
c8a2e29e96f44613f70d8357c939c15d,0,0,0,0,5,0,0,0,0,0
c8ce63b0fe9d15584712b2cb2630b0c2,0,0,0,52,0,3,23,5525,555,0
c9128a4fdeeb96cabd25402cbc411eb1,0,0,0,1051,2105,0,10101021,10552,1055,0
c99943fec381859fea1dd8885e57e440,0,0,0,0,1,0,0,0,0,0
ca36fc61e31226884796fb29d1ac795f,0,0,0,0,0,0,22,111,2,0
cac94bcebbe65e3a7d6bebdd6d9527e3,0,0,0,0,0,0,0,5,0,0
cba1948cc25a31637e66da0876547528,0,0,0,0,101010,1010,0,10,0,0
cc88c49f580c13600e99dfd9920d05e9,0,0,0,2,21,0,2,2,251,0
cc8d273c826b1c1a630bc259f84a9f5c,0,0,0,0,11,0,5,0,5,0
ce01acc546de76f431d42c29678c7014,0,0,0,0,5,5,55,555,55,0
ce2950165b881f40f96ac4159412ce8f,0,0,0,0,0,552,0,0,0,0
ce2a3c0ad196e73f3cd2ba9f82a2b504,0,0,0,0,0,0,1,0,0,0
ce8d936fed762bfa12912fb18915b802,0,0,0,222510,0,0,0,0,0,0
ce962b4f12082b7f910778ad457add61,0,0,0,0,5,0,105,52,2111,0
cf0566af26ea548a810c0b801bbee22d,0,0,0,0,1,1,1,1,1,0
d050863b5f44ea06dbabfdb8dbbd90d3,0,0,0,0,0,1,0,1,0,0
d1cb5f57375c3bd80239fbca00d82f2b,0,0,0,55,51,5,25,555,55,0
d1d1785fd3a15a110c8749bb62452a43,0,0,0,3,0,20107,10,0,0,0
d1de331efccb97becd19f12d17774a7a,0,0,333,53,27101,1552,1055552,55532,52252,0
d1e5e08ede262f80b75f13ef393f65e7,0,0,0,0,0,1,0,0,0,0
d284e1191d20b572d37e0d3eaff43e3b,0,0,0,15510,15109,101010,51010,1510151010,0,0
d29514c1942f86c2d62da4f6b758a598,0,0,0,0,0,0,0,0,5,0
d302d551390873082a868a0a15b76ea8,0,0,0,55,55,5,55,55555,101055,0
d3e013aa511a9cfa73d20b8c393a5fd1,0,0,0,0,0,0,0,0,15,0
d4216c721db2d641e58b6a3b3558a1e7,0,0,0,11,1151111,111121111,11121,235,21111513233,0
d443266a3c8c00ccf06549a16da45581,0,0,0,0,0,0,10,1010,0,0
d4ac2a69589b8102fba8695a72136e25,0,0,0,0,0,2,0,0,0,0
d4dd40a9fec3ec139a7b9fb2dc98c178,0,0,0,0,0,0,44,0,0,0
d54af3961d00eb3e721ce7cc7574e4b4,0,0,0,503030,10,10,10352015,201010,1210,0
d5b3f685fee264650b3de22f2bef0023,0,0,0,1,0,0,0,0,0,0
d6073d97172c1e840e4bf68c878b7909,0,0,0,205105512,30251522110551,3030105113,22202011011015,215015102,152157525,0
d636cef6d485bdf4827d87bdc7d8287e,0,0,0,0,0,0,0,55,5225,0
d6ac58a33580a04f7c8f98e23c0952a8,0,0,0,5,0,2,0,0,0,0
d95fa65324a7972dcb319e98a2cb05c1,0,0,0,0,0,0,2,15,5,0
d9b961170143b639ed40c1ec783fd8a5,0,0,0,0,755010,0,0,0,0,0
d9feb3a5fe99296b3fc9c717481e5449,0,0,0,0,0,0,52,510,0,0
daa74e4f9afbb374acc64969fe778808,0,0,0,75,10,0,5075,0,0,0
db289f9c0933b9a98b29385417989189,0,0,0,10102,0,0,0,0,0,0
dbbb4011c6cc809850aa01f8ff5fe922,0,0,0,0,5,0,1,0,311,0
dbee812ebc15f6c8a1357521f5fdda46,0,0,0,0,0,0,1010,0,0,0
dcab884afd6c1a13df78119714e9b76e,0,0,0,0,8530,0,20,2550,275250,0
dd3e7c30205eb7d1cbdd8e5bf4fe8e58,0,0,0,0,0,0,1,1,0,0
dd5253ea4772b427cc0e87ff6535b058,0,0,0,10,105105,10,0,55,0,0
dde8a26d505e144f6adea88761aad2f7,0,0,0,0,0,0,5,0,0,0
de52702a328d6e2af94e787741be8d7d,0,0,0,11,11,0,11,111,1111,0
deaa8e9304350368e7a1b31ca91e0966,0,0,0,2,5,0,0,5,5,0
df54f3cec9f5152d8e114e24368096fd,0,0,0,0,0,522211,5951,51,0,0
e016525e9ecc24678ac1c41b8dbbd67a,0,0,0,0,0,0,1,22211111111,0,0
e04722d49629bbee262f96938f8e2ab8,0,0,0,0,0,0,1,1,0,0
e0760f53a2674153062261e224db3f3f,0,0,0,0,0,0,55,0,0,0
e07c46807f5eeeb1fe0483b61b2470a1,0,0,0,222,332,11,532,531,52,0
e0acecc8cf10f8ad9cd58cf9522f3ade,0,0,0,0,0,0,755,2,0,0
e0f4d836dfa18fa4f0019135fee3afe6,0,0,0,0,0,0,1,0,0,0
e17407c2f6581dc7f32e9e3c30e6e64b,0,0,0,0,1,0,0,0,0,0
e190bddedee7e06e29f6720ad41c53f6,0,0,0,0,0,0,1010105,1055,1010,0
e1dda300da26ab86ce65d3d73d22ecd0,0,0,0,0,0,0,0,5,0,0
e23215b28fa80f17c43eabd46f0d9520,0,0,0,55555555,1010101053,10,5522,0,0,0
e31d77ffe221423c4b13b19adf7c044b,0,0,0,0,0,0,2,0,0,0
e385ffd1f08df54046f4ba10fd473f3d,0,0,0,0,0,1,0,0,0,0
e3c718b180566252b05be234c406b8c9,0,0,0,1,0,0,0,0,0,0
e3d71a45dab9774e00a7826fbc2fe7d3,0,0,0,0,0,1215,20101,20,0,0
e424e102c32e6848719f2c532a0d47bb,0,0,0,2,0,0,11,11,11,0
e4ab5d787687a66e1ca4b77aa74f78e9,0,0,0,0,0,0,8,0,88,0
e600b4fc2b156fd93fdaeead7b2c2fba,0,0,0,0,5,0,0,0,0,0
e603d0a2162141565d61abf66a9d00a3,0,0,0,112,0,0,0,0,0,0
e641c97201b0cf58e279c6d3bd19edd7,0,0,0,0,0,2111,2111112,211,2222111111,0
e6e75df2b841ac5382d086870a9b30d7,0,0,0,5,0,0,0,3,2,0
e70e570f19d93ffbd1385630a2351cc4,0,0,0,0,11,1,211,1,1,0
e73b63832cde75e8933fb3824bcca198,0,0,0,5,2,0,5255533,533,55555,0
e74c798d1a5986b9d84fb5e256a88d01,0,0,0,0,5,0,0,0,0,0
e7bfef3276f6c0027bb79e98ae7fcdce,0,0,0,1,0,0,0,0,0,0
e84b02cf91dcfcf8b78732e50bbdb677,0,0,0,0,0,0,0,10,0,0
e85fd21e8b6c3633b8bfe02df52072f2,0,0,0,2050,5,5,201010,0,0,0
e8e61689501241942130daf44a15824a,0,0,0,0,2,0,232221,55332,1,0
e96af5b3181aef489f9974c009a321a3,0,0,0,0,1,0,0,10,22,0
e96e9b4d8572b0622e89fef4b3270961,0,0,0,0,10,10,0,0,2,0
e9c6e3f904c96634fd6d65955ad51c0a,0,0,0,21,0,12,225,53211,5121221,0
e9da17d80fe1938c7dee8c900352d1e5,0,0,0,1,1,1,111,111,11,0
eab15fbe09440bdfee1c5d6f46125e77,0,0,0,0,1,0,53132,5,2,0
ead1690a52c3ce6f120c5135db86cb9e,0,0,0,0,0,0,0,0,22,0
ebe4b033e4166d39efdd510b4015fded,0,0,0,0,0,0,31,20205,0,0
ec1287a445f039ca711bfdba14034893,0,0,0,25,552,22,22211,222111,211,0
edacd917b738bacb8144233c880968c1,0,0,0,0,0,0,55,51,0,0
ee32cf0c7ba64fbe3a5570abdfa1a406,0,0,0,10555552135510535151311,10105532111,1555515255511555121551,1010551032213211111,55523212212,52,0
ee3713acf4da68cda726f61d3f1026f7,0,0,0,3,5,555,0,5,15,0
ef57d9742b9cf08c8685ae514178e8a4,0,0,0,0,0,5,0,0,3,0
f04430b1cc0970e71b82322a5bf1f70f,0,0,0,0,0,0,1,1,0,0
f0bfe44633863028b5519512c5177184,0,0,0,0,0,5,55,552,5,0
f240836f1fa3b2e43fb7b71116588131,0,0,0,0,0,0,0,0,1,0
f2f13b463129ad871d9cb5395cc4b1ae,0,0,0,0,0,0,0,1,6,0
f359060a93c6d3e5f517d61ab2030de4,0,0,0,2,2,5,0,0,3,0
f380b9c1ef1726a4f469d961155886a1,0,0,0,0,5,0,0,0,0,0
f42683f7dfa06b3b65838c9704da8113,0,0,0,0,0,0,5,0,0,0
f453fab8d37575151abbfd08d08853b6,0,0,0,0,5,3,553,51,0,0
f4548a50a823ff2282207e39dcc346bd,0,0,0,0,0,0,0,0,5,0
f4b57b7c5071620109141b6712acc28e,0,0,0,0,0,0,0,8,0,0
f4bfb18a62563f9746ca9298b9a781f2,0,0,0,0,0,0,5511,5,0,0
f50bc155abca0db49d377ff98013b313,0,0,0,5,8,84,0,5,5355,0
f6a55d5e804d7688316cb28a870dd0b4,0,0,0,0,0,0,10,1010,0,0
f6e3e4e70d26cb296461e33de68fe3a6,0,0,0,0,155,0,0,0,0,0
f77ba1e59dd4056f921b3a6ce520ba26,0,0,0,0,0,111,111121,1,0,0
f7e5d90e8464194308301a8f63a4678f,0,0,0,2110525121515,2555515551,255255222225552,52251,101010,5102525215552031052110,0
f7ef78f4840a88f33570306d09fb4e8c,0,0,0,2,0,0,0,21,1,0
f7fa92c8fd86d44e3645806076bb7d21,0,0,0,1,0,0,59,95,0,0
f899283864105a84dddb4da423d21a14,0,0,0,0,0,0,1,0,0,0
f89d6453483e44dbc00a7a09543a82e6,0,0,0,53,10,1055,5,2,101010,0
f8a8545878a557e135963c8abcaa4f08,0,0,0,555,555,5,221,5,0,0
f8b07823608b3c2bb804755b28e67b8d,0,0,0,0,2,2,0,0,2,0
f8f6f162438d2d1a4d0987cabe2b545b,0,0,0,0,1,0,0,0,0,0
f91073db9132fee6b2b78a71c323a01f,0,0,0,0,0,0,5,53,0,0
f9d3e41bc42777e69dc59dd8737f4131,0,0,0,0,1,1,1,1,0,0
fa04c725eaa47b6a282c1bc39f421784,0,0,0,0,0,0,0,3,53,0
fa711df8e919f3c49169912edc209ef5,0,0,0,0,0,5,0,0,0,0
fa8e90de40d413de5dc2c05bdf5eba98,0,0,0,0,0,0,6,510,1,0
fa992c6b5cf485bc1fd52316781197d7,0,0,0,0,5,0,0,0,5,0
fb2b27db26d91ff9ac948a77af5ec8ed,0,0,0,0,5,0,5,0,0,0
fc03b76767d7b230a4b5f69846dd1305,0,0,0,0,0,1,0,0,1,0
fc1a1fe57837b41d1d9ad2eac3f55cf9,0,0,0,1,0,0,0,0,5,0
fccd08025608a774a70885c965aa0c10,0,0,0,0,1,1,0,0,0,0
ffaa8955dcd8a0af7d148c10fd447fcc,0,0,0,0,0,0,22,0,0,0
ffc751bb5812fb7f262917605876f78a,0,0,0,0,0,0,111,0,0,0
