,ACCOUNT_NUM.hash,Megaline_Package,Megaline_Month_Subscribed,Megaline_Rental,Megaline_One_Time_Charge,Package_Type,MEDIUM
2679,d2b1988c765fc7d679a0f1a07d2d9d9a,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2020-06']","[899.0, 450.0]",[],"['Other', 'Voice', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
2680,d2d4d4c0d9073b129d3085bf7e9ab2b2,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2681,d2e122aba22f52ba174ad5a79f7abd99,"['SLT Voice Service', 'AB Copper Access Bearer']","['2019-05', '2019-05']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2682,d302d551390873082a868a0a15b76ea8,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[990.0],[],"['BB', 'Other', 'Voice']","['MC', 'MC', 'MC']"
2683,d3099d3fb50e694aa47899f9e59b0cd1,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-07', '2018-07', '2020-02']",[450.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
2684,d3123f61d02d9d9d87f2fed43a9d2787,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2685,d3434b62ae1dfe5fc63af728ddd960c8,"['BB SLT BroadBand Service', 'SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08', '2018-08']","[740.0, 899.0]",[],"['BB', 'PeoTV', 'Voice', 'Other']","['MC', 'MC', 'MC', 'MC']"
2686,d3504f866f3237744049b146f0551650,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],['MC']
2687,d366288fd135e65ab288cf42488c3a98,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
2688,d3733d05787b1347bd5d033ce7f2ab4c,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 450.0]",[],"['Other', 'PeoTV', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2689,d37a87dcc3c68090c6a0a82fcbb33b14,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-08']",[899.0],[],"['Other', 'PeoTV', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2690,d38432b0e9e38f1d4bbfdaa76905080d,"['AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08']",[690.0],[],"['Other', 'PeoTV']","['MC', 'MC']"
2691,d38cbcdf701ba23ccfa166e5db7fa45f,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2692,d3c504e5627dd24df522ac1089f86671,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[990.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
2693,d3c5cad70acd90baf77ffc78d3802c61,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2694,d3cf8cdf13a941170093e613bed925a3,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[740.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
2695,d3d304ac22ad02d535fda93f4fe44dcb,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']","[899.0, 499.0]",[],"['Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC']"
2696,d3e013aa511a9cfa73d20b8c393a5fd1,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 1490.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
2697,d3e92a3b5f6d9389270489a762cd5b89,"['AB WireLess Access', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2019-03', '2019-06', '2019-09', '2019-09', '2019-10']","[899.0, 0.0]",[],"['Other', 'PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC', 'MC']"
2698,d40eb559bca3f5796a8250186a669fef,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2019-04']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2699,d4107e07c708d4f0b8d7e3ef6beace2e,"['SLT Voice Service', 'AB Copper Access Bearer']","['2019-02', '2019-02']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2700,d41330169fefa71675b1806e83e4cb9b,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']",[899.0],[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2701,d4216c721db2d641e58b6a3b3558a1e7,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2019-04', '2019-04', '2020-06']","[899.0, 740.0]",[],"['PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC']"
2702,d421c20f2850e17e36474d8cbb422bc1,"['AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[390.0],[],"['Other', 'BB', 'Voice']","['MC', 'MC', 'MC']"
2703,d423b8bd229b24c6aea8cd1925d6a59c,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2020-03', '2020-04', '2020-04']",[899.0],[],"['Voice', 'Other', 'PeoTV']","['MC', 'MC', 'MC']"
2704,d42b022b4c6a1bb198f157b10ac8d42a,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['Voice', 'Other', 'PeoTV']","['MC', 'MC', 'MC']"
2705,d431d54b97ea76b261c410db6748db43,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[1490.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
2706,d43da3a0fa5c41901d72dd10fd3735f2,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2707,d443266a3c8c00ccf06549a16da45581,"['BB SLT BroadBand Service', 'AB Copper Access Bearer']","['2020-06', '2020-06']",[1490.0],[],"['BB', 'Other']","['MC', 'MC']"
2708,d45f9dc6df557e80c0f6d11fc1edad42,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[899.0, 740.0]",[],"['Other', 'PeoTV', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2709,d46059afa41f615861b4cb230a824a22,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Other', 'Voice']","['MC', 'MC', 'MC']"
2710,d471115e601847f5295d0e72064ed472,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2711,d479fc6eb767664f472663b83cceadaf,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[899.0, 450.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
2712,d486a40aae141a60f6431e1d0e3a99dc,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-12']",[1490.0],[],"['Other', 'BB']","['MC', 'MC']"
2713,d4984fc984aa4b4f10655084f5b56064,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],['MC']
2714,d4ac2a69589b8102fba8695a72136e25,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-03']","[899.0, 990.0]",[],"['Other', 'PeoTV', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2715,d4b9885328abb95f1a08572cb5d8fd01,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2716,d4cd7acb6e72b13adde72f53cd3e3e4f,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2019-03', '2019-03', '2019-03', '2019-10']","[899.0, 450.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2717,d4dd40a9fec3ec139a7b9fb2dc98c178,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Other', 'Voice']","['MC', 'MC', 'MC']"
2718,d4e25ef3b87758ca4e7903f350b07fd9,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Voice', 'Other']","['MC', 'MC', 'MC']"
2719,d4ffd1dadeafbeac101e2ca2310f1026,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2720,d52a826feb9097d2ae1a027bbbf45225,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2721,d532df2a018efd85cc884c6404507b5a,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
2722,d53732af8012624088ec80b140fd9f68,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[1600.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
2723,d54af3961d00eb3e721ce7cc7574e4b4,"['BB SLT BroadBand Service', 'SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2015-11', '2015-11', '2018-08', '2018-08']","[2690.0, 899.0]",[],"['BB', 'PeoTV', 'Voice', 'Other']","['MC', 'MC', 'MC', 'MC']"
2724,d55302a77bc6f5bb5eeaeb32ead3416c,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2725,d557f8391fc55a9e530a37bfd718bf2c,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Voice', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
2726,d55dd08cb6cd87d5e8b1e0cc536b9dd8,"['AB Copper Access Bearer', 'SLT Voice Service']","['2020-08', '2020-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2727,d5706b740c319181e684e435c5077123,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],['MC']
2728,d5b3f685fee264650b3de22f2bef0023,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[1100.0, 500.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2729,d5ba844dae3c88aca368b41567799a97,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-11', '2018-11']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2730,d5bf01c22f98bf685468f72e5aed6b0c,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2731,d5e00ed36f83916a266b390c661885f1,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2732,d5f7d020c518ea0196045305121d49d1,"['SLT Voice Service', 'AB Copper Access Bearer']","['2020-05', '2020-05']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2733,d6073d97172c1e840e4bf68c878b7909,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[2690.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
2734,d614921c7b2f39386d3a9afa877fdccb,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2735,d618db96565eb68521ca0c6f8d501996,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2019-09']",[899.0],[],"['Voice', 'PeoTV', 'Other']","['MC', 'MC', 'MC']"
2736,d6227e5508b61294d75c37eb0adb93ac,"['SLT PeoTV Service', 'AB Copper Access Bearer']","['2019-07', '2019-07']",[899.0],[],"['PeoTV', 'Other']","['MC', 'MC']"
2737,d636c4413d7de5d3e0b17b3e3d46e5b8,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2738,d636cef6d485bdf4827d87bdc7d8287e,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[390.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
2739,d640b197baadb810688067e7bc75d96b,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2740,d66d58797fa22c5bee0c6501b3d4c11b,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['2020-08', '2020-08', '2020-08', '2020-08']","[740.0, 899.0]",[],"['BB', 'Other', 'PeoTV', 'Voice']","['MC', 'MC', 'MC', 'MC']"
2741,d673f0ab99da67258d5f9ba0c022cdee,"['BB SLT BroadBand Service', 'AB Copper Access Bearer']","['2018-09', '2018-09']",[740.0],[],"['BB', 'Other']","['MC', 'MC']"
2742,d6888a68bcfcfcba8ed542531a373c46,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
2743,d6ac58a33580a04f7c8f98e23c0952a8,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-10']",[899.0],[],"['PeoTV', 'Voice', 'Other']","['MC', 'MC', 'MC']"
2744,d6aef4cfbdf9e2532d6634d7c1e0b65b,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2745,d71a576e4da944cfc2d7ab5fadcf86c5,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2020-01', '2020-01', '2020-01']",[690.0],[],"['PeoTV', 'Voice', 'Other']","['MC', 'MC', 'MC']"
2746,d7370b7de61a2dccc022f0cadb81e845,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2747,d73e321d98ad7a61db5e7b124562e352,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[899.0, 740.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2748,d749b00a188bcf5616eaf87ef1b181d3,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2749,d75c3a27fd543cbffd8763a60ce00341,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2020-07']","[899.0, 450.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
2750,d765222ea40ea5c392a74c56c7496fbe,"['SLT Voice Service', 'BB SLT BroadBand Service']","['2019-12', '2019-12']",[990.0],[],"['Voice', 'BB']","['MC', 'MC']"
2751,d775fe395d1842e6dfbed53720732d11,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[690.0, 450.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
2752,d78cc31d120692cf1f0c676b1ced3a9f,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2753,d793e61539ecab48e29843629c0deeaa,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[740.0, 899.0]",[],"['BB', 'Other', 'PeoTV', 'Voice']","['MC', 'MC', 'MC', 'MC']"
2754,d796e4ae458d7f3a997d66117fefc7ae,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2019-09']",[690.0],[],"['PeoTV', 'Voice', 'Other']","['MC', 'MC', 'MC']"
2755,d79b121e2288615029f11c67d900a083,"['SLT Voice Service', 'AB Copper Access Bearer']","['2019-07', '2019-07']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2756,d7b04b6b5d67dd428014c946de905002,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-10']",[899.0],[],"['Other', 'Voice', 'PeoTV']","['MC', 'MC', 'MC']"
2757,d7b29cfdc59cb97459110287bd6be52f,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2020-03']",[990.0],[],"['Other', 'BB']","['MC', 'MC']"
2758,d7c1d801c8f2de6d2783fa29994b26f9,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2759,d7d44d94de26804934e0c8b2b33b7d89,['AB Copper Access Bearer'],['2020-03'],[],[],['Other'],['MC']
2760,d7d954ba35516e6ced6f2342a16a4093,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['2020-06', '2020-06', '2020-06']",[899.0],[],"['Other', 'PeoTV', 'Voice']","['MC', 'MC', 'MC']"
2761,d7ee91405432bed2e06f6b9e83bba89c,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['Voice', 'Other', 'PeoTV']","['MC', 'MC', 'MC']"
2762,d8325eb73900b427a709daa28342b443,"['BB SLT BroadBand Service', 'SLT Voice Service']","['2016-10', '2016-10']",[1490.0],[],"['BB', 'Voice']","['MC', 'MC']"
2763,d833886206836c6daf89b363022c4b05,['SLT Voice Service'],['2018-07'],[],[],['Voice'],['MC']
2764,d873debdb66e8664d01ba1ad5fb3ed48,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2765,d881de205517f8afc0116bb81388ed88,"['AB Copper Access Bearer', 'SLT Voice Service']","['2019-10', '2019-10']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2766,d884685f29139591a7d1ba88c49bb256,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-11', '2018-11']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2767,d8c630b63f91a0fb43a4e5fd4d9ca751,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2768,d8d4d8208083f8948cc1d51571db50aa,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2769,d8ef104281f736c5d618e7dfa6666793,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2770,d8f5e030422b26c3194c850408c755ba,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2771,d90c8d8e2e734dc136679d03a3e10694,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[450.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
2772,d90eb800d322788fe45267293d358ccf,['AB Megaline'],['2019-05'],[],[],['Other'],[]
2773,d91777192857b9893b33ff477b0fb16c,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2774,d9327013392b715deae9b76c15957238,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[1490.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
2775,d95a574a4ae4e97d2e51e7947364ddf2,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2776,d95fa65324a7972dcb319e98a2cb05c1,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[450.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
2777,d97b8fbf04e2348068e2487d2277209e,"['SLT Voice Service', 'AB Copper Access Bearer']","['2020-08', '2020-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2778,d97bf82713a4a491e6600a4a2368d4fe,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08', '2020-02']","[1000.0, 1100.0]",[],"['Other', 'Voice', 'BB', 'PeoTV']","['MC', 'MC', 'MC', 'MC']"
2779,d9b961170143b639ed40c1ec783fd8a5,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'AB WireLess Access', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-08', '2019-08', '2019-10']","[2099.0, 399.0, 8890.0]",[],"['PeoTV', 'Other', 'Voice', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC', 'MC']"
2780,d9cb80e9725050f8515ecb7ef6975b36,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2019-02', '2019-02', '2019-02', '2019-10']","[899.0, 890.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
2781,d9fe6496b337dbdaca2e70b71dd55898,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-11']","[1099.0, 450.0]",[],"['PeoTV', 'Voice', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
2782,d9feb3a5fe99296b3fc9c717481e5449,"['SLT PeoTV Service', 'BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2016-10', '2016-10', '2018-08', '2018-08']","[1499.0, 1490.0]",[],"['PeoTV', 'BB', 'Voice', 'Other']","['MC', 'MC', 'MC', 'MC']"
2783,da01cc6de13234534379e0424b72745b,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service', 'AB WireLess Access']","['2018-08', '2018-08', '2018-08', '2020-08']",[740.0],[],"['Other', 'Voice', 'BB', 'Other']","['MC', 'MC', 'MC', 'MC']"
2784,da04d0a721996c46a84432e36788dd54,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2785,da0691955a960369814b95f20deb7916,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[1490.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
2786,da3cd0dc887145ec4322de4c564f530a,['SLT Voice Service'],['2018-07'],[],[],['Voice'],['MC']
2787,da45f1defc8e9651e645e8981d28a131,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2788,da613704ae151714b6dce6dc4d8dc840,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2789,da7c4cd8b92743dabc2d9d14c83b22c8,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
2790,da9ee087c8bdffcd4be9eee311f84d92,"['SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['2019-09', '2019-09', '2019-09', '2019-09']","[899.0, 740.0]",[],"['Voice', 'PeoTV', 'BB', 'Other']","['MC', 'MC', 'MC', 'MC']"
2791,daa0c79f696a60f62f05df24f243265c,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
2792,daa74e4f9afbb374acc64969fe778808,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2020-08', '2020-08', '2020-08', '2020-08']","[1099.0, 16790.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2793,dabfdfb6b2fc629f4a15ac648f6010bb,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2794,dac24d33385e18c477ff4e2b44953e38,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2019-10']",[1490.0],[],"['Other', 'BB']","['MC', 'MC']"
2795,dad4f90ac17c3b1d716cc120f457d8c2,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 450.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
2796,dad59d28f2519a75b759b8b1068e7361,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2019-10']",[899.0],[],"['PeoTV', 'Other', 'Voice']","['MC', 'MC', 'MC']"
2797,dade51f4a2df730e06c9c83dba8faa10,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2798,dae4c762e2af5a6b09ae61dd64e8a597,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 450.0]",[],"['Other', 'PeoTV', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
2799,db0b2e4ceeb123167d0e52ebaf29f1b9,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-07', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
2800,db289f9c0933b9a98b29385417989189,['BB SLT BroadBand Service'],['2018-08'],[990.0],[],['BB'],['MC']
